,Name,Avg_Loss,Min_Loss,Max_Loss,Avg_Prec,Min_Prec,Max_Prec,Avg_Recall,Min_Recall,Max_Recall
0,single_layer_20,2.072899866104126,1.723737120628357,2.2930874824523926,0.18430099167054473,0.10899104192519202,0.41361619508335695,0.20635590267072357,0.1093328655205253,0.3684199297693483
0,single_layer_40,1.9666018843650819,1.5838027000427246,2.1309659481048584,0.26009867646032603,0.11001045052119898,0.5035801362536707,0.25788644807406913,0.190997421309466,0.4573970528113912
0,single_layer_60,1.758259618282318,1.5402607917785645,2.1175782680511475,0.38588828397474934,0.2564040594176929,0.5022312420121813,0.34870134376759754,0.20010398116083197,0.4278642299723673
0,single_layer_80,1.6473564505577087,1.4308826923370361,1.9746266603469849,0.426764162216447,0.1952488328822913,0.5689645659060877,0.41861767527521376,0.2814883119248326,0.5154485898988639
0,single_layer_100,1.5425420999526978,1.3730887174606323,1.8168131113052368,0.5078980770794067,0.3528375779486916,0.5961131248188963,0.4708715124228523,0.3523565743595299,0.5743434340868412
0,single_layer_120,1.5405231356620788,1.2143573760986328,1.6623426675796509,0.5045987452166897,0.3208280620390333,0.6198630844023258,0.4910217541804311,0.386437668631492,0.6017781196312544
0,double_layer_20,2.0856522798538206,1.8395683765411377,2.304506778717041,0.14830301217402037,0.011437145715238413,0.24390780474941093,0.1995471436338228,0.1,0.29123434228863365
0,double_layer_40,2.252813959121704,2.1072616577148438,2.3183541297912598,0.06589417043698285,0.011448598130841122,0.12101824745978093,0.12616591086931123,0.1,0.19401200214578193
0,double_layer_60,2.1757127046585083,1.866776704788208,2.3159022331237793,0.11086276692850192,0.011448598130841122,0.23864371636893428,0.16039143195305264,0.1,0.27780050870771456
0,double_layer_80,2.236842167377472,1.8597434759140015,2.3210129737854004,0.07372787707358924,0.011420938387042912,0.22688453241067882,0.13578229083241142,0.09970845481049563,0.280020882130423
