,Name,Avg_Loss,Min_Loss,Max_Loss,Avg_Prec,Min_Prec,Max_Prec,Avg_Recall,Min_Recall,Max_Recall
0,single_layer_20,2.083483266830444,1.707742691040039,2.3027496337890625,0.14785328790777374,0.011435239206534423,0.4493593406059636,0.18983264598970673,0.1,0.36069252144562997
0,single_layer_40,2.03011132478714,1.6915984153747559,2.301513910293579,0.20018485819719048,0.011437145715238413,0.3952907909826043,0.2105641297913857,0.1,0.36184481033563687
0,single_layer_60,1.8801481485366822,1.5367612838745117,2.1408426761627197,0.3063741661112777,0.17138870074970222,0.5134891613501817,0.29867426844659245,0.18588452982975665,0.4667267954467881
0,single_layer_80,1.6864720344543458,1.3059062957763672,2.015632390975952,0.40424373764683913,0.255564737444442,0.6080673713346193,0.3763450165698332,0.23986951207400287,0.5727915840286919
0,single_layer_100,1.6385227918624878,1.3417679071426392,1.8647679090499878,0.4473644518143282,0.30006075899448026,0.6227704772367997,0.39127552047077774,0.2730755847055398,0.5524962664026662
0,single_layer_120,1.4031404495239257,1.0032516717910767,1.638744831085205,0.6519195291813628,0.40066676161805537,0.850527578800258,0.5570927568377121,0.39809883080772773,0.7486969964202019
0,double_layer_20,2.2539618492126463,2.061100959777832,2.303920269012451,0.042856120893170556,0.011420473491163721,0.1101666417436166,0.12130426827282881,0.09985422740524781,0.19453834793001942
0,double_layer_40,2.283660817146301,2.11501407623291,2.303950309753418,0.020711013141925083,0.011433333333333334,0.10419678840001663,0.10915492957746478,0.1,0.1915492957746479
0,double_layer_60,2.304567503929138,2.301607847213745,2.3108091354370117,0.014765858905860543,0.011418569761626937,0.044763335001946715,0.09997451639675681,0.09985422740524781,0.10003670915707263
0,double_layer_80,2.287009119987488,2.136651039123535,2.3085813522338867,0.0467840711693643,0.011422377855594464,0.11494879271245217,0.10786485277435878,0.09985422740524781,0.1777229519728583
0,double_layer_100,2.3066965341567993,2.300506591796875,2.3154120445251465,0.03643610004555064,0.011426188490408674,0.11143905285976322,0.10008996250707887,0.09985422740524781,0.1005281690140845
0,double_layer_120,2.307354760169983,2.301643133163452,2.3130745887756348,0.02343147778741592,0.011394728061394728,0.06143905285976321,0.10001213431311358,0.09956268221574344,0.10035211267605634
