,Name,Avg_Loss,Min_Loss,Max_Loss,Avg_Prec,Min_Prec,Max_Prec,Avg_Recall,Min_Recall,Max_Recall
0,single_layer_20,2.1721232891082765,2.0328056812286377,2.30391526222229,0.09464844978078832,0.011433333333333334,0.22011084107619752,0.14946429643642606,0.1,0.22128351835055943
0,single_layer_40,2.0756185412406922,1.8522498607635498,2.3090901374816895,0.21257679691887912,0.10369256032397833,0.3288247744332489,0.2187840723145095,0.10034668536430429,0.3098541514198279
0,single_layer_60,1.9444536805152892,1.4515148401260376,2.301622152328491,0.2759372007712004,0.011433333333333334,0.5145352958614158,0.2531350963198179,0.1,0.48555271581520226
0,single_layer_80,1.672581171989441,1.2009989023208618,2.106053352355957,0.44168449243735336,0.23205444654581714,0.6965663560382688,0.3804668266650597,0.19274712402648592,0.6029757312338939
0,single_layer_100,1.5787327408790588,1.182428240776062,2.0223822593688965,0.5032639986190643,0.27881575611590476,0.7278298649062074,0.4445597161125642,0.26080113346444755,0.6292990784290008
0,single_layer_120,1.586214554309845,1.0151686668395996,1.9136714935302734,0.5188097618620428,0.3134793279526044,0.7021832061549117,0.43227548096908625,0.21639051453824126,0.6943731960173538
0,double_layer_20,2.213058352470398,1.9006366729736328,2.3017971515655518,0.07583366135774043,0.011433333333333334,0.36563883404856345,0.1369994994776909,0.1,0.26964186763804515
0,double_layer_40,2.299938368797302,2.265774965286255,2.308772087097168,0.02975513919377647,0.011433333333333334,0.19463232812045872,0.10208620588304451,0.1,0.1208620588304451
0,double_layer_60,2.298526740074158,2.2583701610565186,2.306673288345337,0.03624993052480526,0.011433333333333334,0.15958738547800774,0.1018575566625112,0.1,0.11854528288183601
0,double_layer_80,2.3030596017837524,2.299600124359131,2.3071300983428955,0.029433431582396103,0.011418569761626937,0.19144668780243618,0.10005768837750877,0.09985422740524781,0.10086842896459217
0,double_layer_100,2.30477237701416,2.3008241653442383,2.3104703426361084,0.03643386000187697,0.011420473491163721,0.11143905285976322,0.1000553386482022,0.09985422740524781,0.10032840722495895
0,double_layer_120,2.305766773223877,2.3015429973602295,2.3153438568115234,0.03809943226564279,0.011405702851425713,0.16144286905754796,0.1000249440410869,0.09970845481049563,0.10050446356298712
