,Model Name,Loss,Precision,Recall
0,SINGLE_2,3.730100989341736,0.560734748840332,0.5415499806404114
0,SINGLE_3,3.733252167701721,0.5747578144073486,0.5534999966621399
0,SINGLE_4,3.5832035541534424,0.5543829798698425,0.5289500057697296
0,SINGLE_5,3.416811466217041,0.5450511872768402,0.5087999999523163
0,SINGLE_6,2.844605326652527,0.5395325124263763,0.4818499982357025
