,Model Name,Loss,Precision,Recall
0,SINGLE_2,3.4838829040527344,0.5773564279079437,0.5570999979972839
0,SINGLE_3,3.9058496952056885,0.558273583650589,0.5380499958992004
0,SINGLE_4,3.280282497406006,0.5530751347541809,0.5156499743461609
0,SINGLE_5,2.7881505489349365,0.5701506733894348,0.43219999969005585
0,SINGLE_6,3.2297967672348022,0.5215702056884766,0.47450000047683716
