,Model Name,Loss,Precision,Recall
0,SINGLE_2,2.249676823616028,0.5970694720745087,0.5481500029563904
0,SINGLE_3,2.2902015447616577,0.5912057459354401,0.540149986743927
0,SINGLE_4,2.0303558707237244,0.5840899050235748,0.486050009727478
0,SINGLE_5,1.8013793230056763,0.6008542776107788,0.3725000023841858
0,SINGLE_6,1.8134621381759644,0.5851961672306061,0.43389999866485596
