,Model,Average Loss,Average Precision,Average Recall,Average Train Time
0,Single_Layer_2,4.39858940243721,0.5063722282648087,0.46697499230504036,51.41265
0,Single_Layer_3,26.345021963119507,0.271033339202404,0.24455000460147858,46.747425
0,Single_Layer_4,18.9812850356102,0.26411136984825134,0.20742500573396683,77.0265
0,Single_Layer_5,2.4295314252376556,0.38151272386312485,0.22010000608861446,69.19275
0,Single_Layer_6,6.078459054231644,0.5004849247634411,0.376499991863966,96.64605
0,Double_Layer_2,1.8595453202724457,0.6235055103898048,0.5670749992132187,64.16154999999999
0,Double_Layer_3,1.3942202925682068,0.6799362152814865,0.5881749913096428,54.605900000000005
0,Double_Layer_4,1.6371348798274994,0.6097337454557419,0.5067500025033951,100.539275
0,Double_Layer_5,1.5731520354747772,0.6230717375874519,0.49607498943805695,88.184175
0,Double_Layer_6,2.181223690509796,0.4918692409992218,0.3590250015258789,128.425425
