,Model,Average Loss,Average Precision,Average Recall,Average Train Time
0,Single_Layer_2,18.318259447813034,0.3849669024348259,0.34645000472664833,50.669025
0,Single_Layer_3,11.129914164543152,0.47547777369618416,0.4340500086545944,48.104074999999995
0,Single_Layer_4,8.494339346885681,0.42767974361777306,0.3683999925851822,79.63624999999999
0,Single_Layer_5,2.694668561220169,0.4621257930994034,0.350575003772974,70.38482499999999
0,Single_Layer_6,1.7189754843711853,0.5998190343379974,0.4509499967098236,100.894575
0,Double_Layer_2,1.8451811075210571,0.6081674098968506,0.5428500026464462,61.7547
0,Double_Layer_3,1.1944177150726318,0.7113159000873566,0.6297000199556351,56.179725
0,Double_Layer_4,1.244121640920639,0.7006800174713135,0.5991250202059746,102.58924999999999
0,Double_Layer_5,1.532528430223465,0.6250850111246109,0.47975000739097595,89.4992
0,Double_Layer_6,1.7772415578365326,0.5737250745296478,0.4569749981164932,129.767225
