,Model,Average Loss,Average Precision,Average Recall,Average Train Time
0,Single_Layer_2,13.8375923037529,0.2618399169296026,0.24237500503659248,48.251875
0,Single_Layer_3,5.0734453201293945,0.2698967270553112,0.22430000081658363,46.488125
0,Single_Layer_4,3.133673995733261,0.3834756165742874,0.2884249947965145,82.18665
0,Single_Layer_5,2.9185799658298492,0.33658389933407307,0.21342499461025,68.66659999999999
0,Single_Layer_6,2.0539056062698364,0.49873704835772514,0.29777499567717314,99.13095
0,Double_Layer_2,3.2600952684879303,0.4867149814963341,0.42832499742507935,60.878024999999994
0,Double_Layer_3,4.827019035816193,0.33761028200387955,0.2512499988079071,55.23635
0,Double_Layer_4,2.917360693216324,0.528449859470129,0.44202499091625214,105.85827499999999
0,Double_Layer_5,4.042785614728928,0.4597967490553856,0.37865000218153,85.24855000000001
0,Double_Layer_6,1.3621353507041931,0.6753993481397629,0.5820749998092651,125.59975
