,Name,train time [s],layers,loss val,iters,Class_0_precs,Class_1_precs,Class_2_precs,Class_3_precs,Class_4_precs,Class_5_precs,Class_6_precs,Class_7_precs,Class_8_precs,Class_9_precs,Class_0_recall,Class_1_recall,Class_2_recall,Class_3_recall,Class_4_recall,Class_5_recall,Class_6_recall,Class_7_recall,Class_8_recall,Class_9_recall,Confmat_0,Confmat_1,Confmat_2,Confmat_3,Confmat_4,Confmat_5,Confmat_6,Confmat_7,Confmat_8,Confmat_9,Confmat_10,Confmat_11,Confmat_12,Confmat_13,Confmat_14,Confmat_15,Confmat_16,Confmat_17,Confmat_18,Confmat_19,Confmat_20,Confmat_21,Confmat_22,Confmat_23,Confmat_24,Confmat_25,Confmat_26,Confmat_27,Confmat_28,Confmat_29,Confmat_30,Confmat_31,Confmat_32,Confmat_33,Confmat_34,Confmat_35,Confmat_36,Confmat_37,Confmat_38,Confmat_39,Confmat_40,Confmat_41,Confmat_42,Confmat_43,Confmat_44,Confmat_45,Confmat_46,Confmat_47,Confmat_48,Confmat_49,Confmat_50,Confmat_51,Confmat_52,Confmat_53,Confmat_54,Confmat_55,Confmat_56,Confmat_57,Confmat_58,Confmat_59,Confmat_60,Confmat_61,Confmat_62,Confmat_63,Confmat_64,Confmat_65,Confmat_66,Confmat_67,Confmat_68,Confmat_69,Confmat_70,Confmat_71,Confmat_72,Confmat_73,Confmat_74,Confmat_75,Confmat_76,Confmat_77,Confmat_78,Confmat_79,Confmat_80,Confmat_81,Confmat_82,Confmat_83,Confmat_84,Confmat_85,Confmat_86,Confmat_87,Confmat_88,Confmat_89,Confmat_90,Confmat_91,Confmat_92,Confmat_93,Confmat_94,Confmat_95,Confmat_96,Confmat_97,Confmat_98,Confmat_99
0,Control_v1_0,7.4375,"(20, 20)",2.3005002423493908,32,0.0,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,495,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
1,Control_v1_1,27.859375,"(20, 20)",1.0165600892927278,123,0.8288288288288288,0.8707482993197279,0.6219512195121951,0.5422163588390502,0.0,0.30538922155688625,0.570281124497992,0.31274638633377133,0.39593114241001565,0.0,0.5575757575757576,0.9094138543516874,0.3248407643312102,0.7965116279069767,0.0,0.11208791208791209,0.8949579831932774,0.9101338432122371,0.5184426229508197,0.0,276,0,44,0,0,5,146,2,22,0,0,512,4,18,0,0,0,7,22,0,32,2,153,69,0,76,47,16,76,0,1,23,4,411,0,14,6,14,43,0,0,2,1,0,0,0,21,450,14,0,9,2,28,165,0,51,35,13,152,0,11,0,3,0,0,0,426,10,26,0,0,16,0,7,0,0,4,476,20,0,4,30,9,84,0,20,51,37,253,0,0,1,0,4,0,1,11,497,11,0
2,Control_v1_2,5.46875,"(20, 20)",2.3005055289949925,23,0.0,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,495,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
3,Control_v1_3,29.546875,"(20, 20)",1.0938946034556478,129,0.6209553158705701,0.39970171513795677,0.21428571428571427,0.3069620253164557,0.7672727272727272,0.2835820895522388,1.0,0.7360406091370558,0.2924281984334204,0.8046272493573264,0.8141414141414142,0.9520426287744227,0.006369426751592357,0.375968992248062,0.8647540983606558,0.041758241758241756,0.0021008403361344537,0.8317399617590823,0.45901639344262296,0.5961904761904762,403,1,0,69,1,3,0,0,18,0,0,536,2,1,2,0,0,0,22,0,23,251,3,50,5,5,0,3,129,2,113,36,1,194,3,9,0,13,143,4,0,11,4,0,422,0,0,2,9,40,60,38,1,160,1,19,0,19,157,0,1,421,2,9,10,0,1,0,32,0,2,1,1,3,13,20,0,435,21,27,45,42,0,141,7,8,0,18,224,3,2,4,0,5,86,3,0,101,11,313
4,Control_v1_4,35.734375,"(20, 20)",1.180134391056612,152,0.7673545966228893,0.7587209302325582,0.46485260770975056,0.5874769797421732,0.38095238095238093,0.548728813559322,0.2,0.2658157602663707,0.6697892271662763,0.0,0.8262626262626263,0.9271758436944938,0.43524416135881105,0.6182170542635659,0.06557377049180328,0.5692307692307692,0.004201680672268907,0.9158699808795411,0.5860655737704918,0.0,409,0,48,23,0,1,0,14,0,0,2,522,2,1,0,3,1,1,31,0,78,6,205,61,3,25,0,76,17,0,25,8,43,319,1,82,1,21,16,0,0,63,9,0,32,0,2,382,0,0,7,5,26,85,0,259,0,8,65,0,7,10,69,15,5,5,2,356,7,0,0,8,20,1,11,2,1,479,1,0,4,31,12,32,9,93,0,21,286,0,1,35,7,6,23,2,3,444,4,0
5,Control_v1_5,7.015625,"(20, 20)",2.3004989888640166,29,0.0,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,495,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
6,Control_v1_6,8.0,"(20, 20)",2.3005908574101124,34,0.0,0.11275786100540756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,495,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,3,0,514,0,0,0,0,0,0,0,2,0,488,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,2,0,476,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
7,Control_v1_7,6.125,"(20, 20)",2.3004950606543555,27,0.0,0.11262252450490098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,495,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,487,0,0,0,0,1,0,0,0,0,455,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
8,Control_v1_8,6.59375,"(20, 20)",2.2999120712837775,27,0.0,0.11262252450490098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0020491803278688526,0.0,0.0,0.0,0.0,0.0,0,495,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,487,0,0,1,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
9,Control_v1_9,30.96875,"(20, 20)",1.0596693887869721,132,0.621875,0.4661095636025998,0.3951612903225806,0.4118773946360153,0.7451737451737451,0.31297709923664124,0.0,0.5816326530612245,0.41361256544502617,0.7166666666666667,0.804040404040404,0.8916518650088809,0.6242038216560509,0.4166666666666667,0.7909836065573771,0.09010989010989011,0.0,0.762906309751434,0.3237704918032787,0.4095238095238095,398,0,77,11,1,3,0,0,5,0,1,502,30,0,16,1,0,0,13,0,61,83,294,12,7,1,0,2,11,0,141,5,71,215,1,27,0,16,34,6,0,17,5,0,386,0,0,3,17,60,29,18,103,128,9,41,0,31,96,0,1,423,46,0,2,0,0,0,4,0,2,0,5,61,11,4,0,399,31,10,7,28,108,86,13,50,0,29,158,9,0,1,5,9,72,4,0,206,13,215
