,Model,Average Loss,Average Precision,Average Recall,Average Train Time
0,Single_Layer_2,2.048724353313446,0.5782839506864548,0.4986000061035156,47.722049999999996
0,Single_Layer_3,2.473508894443512,0.5539221912622452,0.49002499133348465,45.457775
0,Single_Layer_4,1.9251006841659546,0.5778111964464188,0.4615749940276146,74.656725
0,Single_Layer_5,1.7145041823387146,0.5935179740190506,0.4146749973297119,67.59005
0,Single_Layer_6,1.7588784396648407,0.5873011648654938,0.4042249992489815,96.50907500000001
0,Double_Layer_2,1.0971534550189972,0.7255986928939819,0.6223000138998032,58.580850000000005
0,Double_Layer_3,1.2119276821613312,0.715110719203949,0.6471000015735626,53.932575
0,Double_Layer_4,1.1967657804489136,0.7143926173448563,0.6429499834775925,98.44047499999999
0,Double_Layer_5,1.2011723220348358,0.7086771130561829,0.6114500015974045,84.7765
0,Double_Layer_6,1.201973408460617,0.7056022733449936,0.6009999960660934,132.2212
