,Model,Average Loss,Average Precision,Average Recall,Average Train Time
0,Single_Layer_2,1.8605624735355377,0.5793246924877167,0.46847499907016754,48.816725
0,Single_Layer_3,2.264938533306122,0.5451319366693497,0.45387500524520874,47.153499999999994
0,Single_Layer_4,2.019483804702759,0.5529811829328537,0.41952499747276306,76.00822500000001
0,Single_Layer_5,1.7644725739955902,0.5761708468198776,0.3762750029563904,68.22987499999999
0,Single_Layer_6,1.6765227615833282,0.6007556021213531,0.3763749934732914,96.52147500000001
0,Double_Layer_2,1.153605580329895,0.7073498517274857,0.5790500044822693,59.393975000000005
0,Double_Layer_3,1.1988190710544586,0.6982275396585464,0.5921499878168106,54.6973
0,Double_Layer_4,1.2227802276611328,0.6984234303236008,0.5667499899864197,98.3744
0,Double_Layer_5,1.4186375141143799,0.6530201584100723,0.5370000004768372,85.38217499999999
0,Double_Layer_6,1.3712593913078308,0.6545181125402451,0.5137249901890755,128.0961
