,Model,Average Loss,Average Precision,Average Recall,Average Train Time
0,Single_Layer_2,1.8807098865509033,0.5630985647439957,0.4227000027894974,47.809475
0,Single_Layer_3,1.9788196384906769,0.5418891906738281,0.3777250051498413,45.2612
0,Single_Layer_4,1.8502798676490784,0.5527621656656265,0.3650749996304512,73.67545
0,Single_Layer_5,1.7601265907287598,0.5637335926294327,0.32452499866485596,67.329075
0,Single_Layer_6,1.6496221125125885,0.5992930978536606,0.2782750055193901,99.32875
0,Double_Layer_2,1.2937999069690704,0.6702056527137756,0.5190749987959862,59.76429999999999
0,Double_Layer_3,1.3968130052089691,0.6548299938440323,0.5307500064373016,55.7957
0,Double_Layer_4,1.3667228519916534,0.6529813557863235,0.48692499846220016,102.46130000000001
0,Double_Layer_5,1.372822642326355,0.6565459221601486,0.47519999742507935,88.686375
0,Double_Layer_6,1.4397249221801758,0.6385382562875748,0.4509499967098236,131.048475
