,Name,Avg_Loss,Min_Loss,Max_Loss,Avg_Iters,Min_Iters,Max_Iters,Avg_Prec,Min_Prec,Max_Prec,Avg_Recall,Min_Recall,Max_Recall
0,single_layer_20,2.5639497989974096,1.7567311848379115,3.1379232579689935,36.98,13.0,77.0,0.19518385379605888,0.01,0.46725035426274764,0.2258330866431508,0.0976597239782407,0.4472481987194722
0,single_layer_40,1.6644853633075303,0.3405438331342018,2.443348956219201,60.2,21.0,168.0,0.478764057615845,0.20742881931696303,0.8379310514458951,0.4722985009031586,0.26780167702234625,0.8338230150886543
0,single_layer_60,1.180479546137019,0.23801285797218202,2.3548734599551464,76.22,26.0,210.0,0.6075362940184202,0.24000132235442026,0.896743190134135,0.603732581428398,0.2520011674422057,0.8897084254899891
0,single_layer_80,0.5162808195171074,0.18731421218281205,1.6693866269194342,100.84,56.0,182.0,0.8079022010950436,0.41797242140490926,0.9034740760000405,0.8043012130834972,0.44000446542842014,0.8967865907069745
0,single_layer_100,0.38972584720828185,0.10671395538844615,1.0700311309405262,95.06,39.0,168.0,0.8500967735740445,0.6692852772015145,0.9107975153278769,0.8433572106528449,0.659535318012405,0.9080738474264229
0,single_layer_120,0.27959111117262997,0.054455141486261904,1.7389181822973216,97.62,47.0,160.0,0.8745350299560042,0.41394038727764115,0.9199947856509967,0.8729994894827152,0.4467020160400397,0.9201659997640054
0,double_layer_20,2.393658882098964,0.883720860797977,3.1610858419761314,52.4,13.0,148.0,0.23109125874478642,0.009583333333333334,0.7647744588576899,0.25884867714605436,0.09287985273275318,0.7436701165256328
0,double_layer_40,1.3649384960525324,0.19411406541826925,3.230592133267769,87.92,19.0,183.0,0.5418227487146345,0.01095,0.8908305895541686,0.5486352967336167,0.09478908818362992,0.8898104138804005
0,double_layer_60,0.8460241144071472,0.06209304657871661,3.1361520810552608,109.76,27.0,177.0,0.7017216330226701,0.01095,0.9119661945729771,0.703638223857029,0.1,0.9125330555066749
0,double_layer_80,0.7818442530728431,0.03444378470640752,3.2272376259032236,114.54,15.0,190.0,0.7196815806285017,0.010416666666666668,0.9178678265238449,0.7246354819673361,0.09711924763190916,0.9180542788397762
0,double_layer_100,0.5586747622959226,0.030274082091955187,3.269993936046341,112.56,23.0,169.0,0.7901844682408629,0.09735749633832191,0.9264336186307089,0.7894871717448355,0.09750145417844726,0.926669606913738
0,double_layer_120,0.6754393546278661,0.01619030609212978,3.95336340099334,116.12,15.0,256.0,0.7641716277658598,0.09793216271712557,0.9310873097564614,0.7641242708762123,0.09755060109710169,0.9308075229448314
0,triple_layer_20,1.9834563450661893,0.18249746444363343,3.192520223269427,62.5,13.0,222.0,0.37225728031163163,0.01,0.8859388534644136,0.3826180082335672,0.09191530728976895,0.8861293760552288
0,triple_layer_40,0.3559973896116372,0.0524301453206546,3.071862754931851,117.74,25.0,187.0,0.8362399475623958,0.0986558604626801,0.9171139467097525,0.8360871918314169,0.09867000854213814,0.9168773714638837
0,triple_layer_60,0.0831456136739596,0.008678418730840916,0.5646116691464945,108.88,64.0,206.0,0.9060512178973493,0.7820529932397273,0.9317874810117054,0.9057037134817025,0.780125205256077,0.9304952387721274
0,triple_layer_80,0.1196207323560312,0.012555919023289267,2.430323377519581,107.18,48.0,203.0,0.8942683709917172,0.19533164149159882,0.9324333330100693,0.8940826281306787,0.1968468623798001,0.9324465884554707
0,triple_layer_100,0.1545625092601287,0.00118012889760458,3.070751076880413,91.74,19.0,154.0,0.8875362646647678,0.09786960518789638,0.9362747760019101,0.8872704110707379,0.09761701807488635,0.9363280370103995
0,triple_layer_120,0.023983082374289227,0.0018165685678032566,0.1077259130723563,87.54,54.0,171.0,0.9272554892525351,0.8839948660864618,0.947643932307973,0.9271031678841427,0.8820909999967373,0.9476206309253401
0,quadruple_layer_20,0.76708841757171,0.10786825790065468,3.10402107210415,111.86,23.0,253.0,0.7235070170193615,0.01095,0.9005394519233519,0.729562373742936,0.09552134369386879,0.9004896805001694
0,quadruple_layer_40,0.13662390255319323,0.028811456334421417,3.1466397257774594,107.04,25.0,155.0,0.892233725252218,0.10001482083149249,0.9336004862080124,0.8918682938387031,0.10010886487964013,0.9317537087808487
0,quadruple_layer_60,0.03127423033898993,0.008452465296456208,0.07520241263233898,87.26,52.0,144.0,0.9264551309074116,0.8979232296319198,0.9405320397215015,0.9261111722519644,0.8980610459701547,0.9403750312761364
0,quadruple_layer_80,0.019828756079657013,0.001870397029229513,0.08449150180499827,71.68,46.0,101.0,0.9340312761958376,0.9166141892024255,0.9467683399454117,0.9338936353911944,0.9147584784825377,0.94697679069897
0,quadruple_layer_100,0.01308792481788348,0.0008232485671126935,0.03175612150027987,68.98,41.0,105.0,0.9390944646637159,0.9270902650172852,0.9486448210468149,0.9390370234646565,0.9261994509778937,0.9493446842206529
0,quadruple_layer_120,0.013257519616622354,0.001530489923363437,0.03393766339265067,66.06,40.0,100.0,0.9397276472091446,0.9249840472951709,0.9464402856211478,0.9395854446330725,0.9233801147862559,0.9467696263763072
