,Name,Avg_Loss,Min_Loss,Max_Loss,Avg_Iters,Min_Iters,Max_Iters,Avg_Prec,Min_Prec,Max_Prec,Avg_Recall,Min_Recall,Max_Recall
0,single_layer_20,4157171.405710661,2.301168069762131,100189322.80939806,132.24,13.0,400.0,0.016870693280440798,0.009616666666666666,0.11095365121707235,0.10000355064333454,0.09969558599695585,0.10016666666666667
0,single_layer_40,inf,2.9324075162621908,inf,177.48,14.0,400.0,0.017513836591398012,0.009583333333333334,0.11095182530421736,0.10120843155495972,0.09969558599695585,0.16024404558125888
0,single_layer_60,2812659681.150151,2143.1748601537856,131001791666.53078,162.14,14.0,400.0,0.024681181192012017,0.01,0.11095365121707235,0.10001808564973348,0.09969558599695585,0.10032
0,single_layer_80,1518360870.1110702,18210.127624548033,50910342250.934204,162.94,14.0,400.0,0.026884876501103386,0.009573048699132756,0.2109573048699133,0.10001641385608334,0.09982608695652175,0.10032919254658386
0,single_layer_100,inf,1571.5207521564587,inf,178.16,14.0,400.0,0.04390107745167632,0.010008340283569641,0.21095547773886944,0.10005527211442584,0.09969558599695585,0.10047055900621119
0,single_layer_120,99105833234967.45,34048.81313052644,4812491270828308.0,147.88,14.0,400.0,0.043345639438972815,0.010735122520420071,0.21095547773886944,0.10002630469696844,0.09969558599695585,0.10047055900621119
0,double_layer_20,8474499757.998226,2.2636649134758295,423719954314.4025,38.48,12.0,400.0,0.014693087227915793,0.009583333333333334,0.11095365121707235,0.10201505123742326,0.09846847613375309,0.17377768629129814
0,double_layer_40,2.8581581708488054e+32,2.301796734336752,1.4246406878836421e+34,27.42,13.0,400.0,0.02193775490339396,0.010583333333333333,0.11095547773886945,0.10348646438736547,0.09984779299847793,0.18640779299847793
0,double_layer_60,2.9383136530222653e+59,2.3064902564646044,1.4691568265111327e+61,57.6,12.0,400.0,0.012003828698006407,0.009623082054703136,0.06095365121707236,0.09994680318027546,0.09825032852132316,0.10015527950310558
0,double_layer_80,4.745023411291937e+46,2.398885462620956,2.3725117056459685e+48,64.06,12.0,400.0,0.021469982124365954,0.010905452726363181,0.11101609657947686,0.10008229101550277,0.09920141061134483,0.1056
0,double_layer_100,3.7286937793462925e+39,2.3233675162491485,1.8643468896731386e+41,56.82,12.0,400.0,0.023602339857678407,0.010416666666666668,0.11095365121707235,0.10001164168717004,0.09984779299847793,0.10020366598778004
0,double_layer_120,1.1301571929745928e+40,2.3281303692291235,5.6507859648023e+41,72.8,13.0,400.0,0.018928964762392725,0.010583333333333333,0.21095547773886944,0.09998556406402148,0.09984472049689441,0.10032919254658386
0,triple_layer_20,inf,2.3054092567649844,inf,48.8,12.0,400.0,0.014266397077277705,0.009583333333333334,0.10958493082180362,0.10315982501686989,0.09984779299847793,0.1824834909334963
0,triple_layer_40,inf,2.36048339013894,inf,33.0,13.0,400.0,0.013842900982537461,0.009583333333333334,0.11095182530421736,0.10097602484472047,0.09332298136645963,0.15530434782608696
0,triple_layer_60,nan,nan,nan,39.66,12.0,400.0,0.013903726607256901,0.010001666944490749,0.11095182530421736,0.09999439523444639,0.09969558599695585,0.10017331022530329
0,triple_layer_80,nan,nan,nan,97.76,12.0,400.0,0.012875945919851299,0.010416666666666668,0.11095547773886945,0.09999711171993911,0.09984779299847793,0.10016
0,triple_layer_100,nan,nan,nan,124.8,12.0,400.0,0.01691672495614069,0.010416666666666668,0.11095182530421736,0.10000371200463273,0.09969558599695585,0.10031055900621118
0,triple_layer_120,nan,nan,nan,130.66,12.0,400.0,0.01387735952713832,0.010416666666666668,0.11073512252042006,0.10000006145003164,0.09984779299847793,0.10015527950310558
0,quadruple_layer_20,nan,nan,nan,39.6,12.0,400.0,0.010853625394180867,0.01,0.010953651217072358,0.09999999999999996,0.1,0.1
0,quadruple_layer_40,nan,nan,nan,60.16,12.0,400.0,0.010828365109540576,0.01,0.010955477738869434,0.09999999999999996,0.1,0.1
0,quadruple_layer_60,nan,nan,nan,138.22,12.0,400.0,0.010778885727518258,0.009616666666666666,0.010953651217072358,0.09999999999999996,0.1,0.1
0,quadruple_layer_80,nan,nan,nan,168.44,12.0,400.0,0.014832958788402321,0.010416666666666668,0.11095730486991329,0.1000093167701863,0.1,0.10031055900621118
0,quadruple_layer_100,nan,nan,nan,222.0,12.0,400.0,0.010720775196888717,0.010416666666666668,0.01095,0.09999080612987699,0.09969558599695585,0.1
0,quadruple_layer_120,nan,nan,nan,214.42,12.0,400.0,0.016740065682454765,0.010416666666666668,0.11095182530421736,0.10000724035984936,0.09984779299847793,0.10020366598778004
