,Name,Avg_Loss,Min_Loss,Max_Loss,Avg_Iters,Min_Iters,Max_Iters,Avg_Prec,Min_Prec,Max_Prec,Avg_Recall,Min_Recall,Max_Recall
0,single_layer_20,inf,1.9304632273176532,inf,29.22,16.0,60.0,0.1266922235630027,0.01095,0.40998946974283623,0.15309855850565615,0.1,0.2643329175148478
0,single_layer_40,inf,1.6532798102480233,inf,26.16,14.0,51.0,0.3043038674793108,0.01095,0.7176474126891115,0.25219714925431275,0.1,0.4499526982270636
0,single_layer_60,inf,1.3113707915361212,inf,26.36,15.0,47.0,0.47413543207441855,0.11121809298260707,0.742241524720525,0.37610775988631495,0.15966207209506794,0.6786220842208238
0,single_layer_80,inf,1.0665117224335328,inf,25.56,14.0,43.0,0.6091491038774817,0.21263070427147285,0.9003203871857973,0.44640820427364275,0.10655732831257769,0.7080664132339898
0,single_layer_100,inf,0.4978399484506805,inf,25.6,14.0,42.0,0.7161458760838945,0.3581706150572737,0.8952677213770711,0.5450424432224754,0.22866918149491733,0.8491968627101617
0,single_layer_120,inf,0.9057331100933438,inf,25.12,14.0,42.0,0.7576557186596014,0.4099478609905485,0.9043322405291854,0.5925906219454719,0.34207881152194963,0.7743651830502991
0,double_layer_20,inf,1.866147888053816,inf,24.48,13.0,51.0,0.08315683908778715,0.010583333333333333,0.30972891588291646,0.1297288033426969,0.08304412112273933,0.2844596417006484
0,double_layer_40,inf,1.622905715327126,inf,22.48,13.0,51.0,0.2186319112567512,0.010249999999999999,0.7943909982578916,0.20231084972786895,0.09984779299847793,0.7118276027624388
0,double_layer_60,inf,0.5812409564936385,inf,22.44,13.0,46.0,0.30317931369198864,0.01095,0.8572538594939424,0.2438923631846813,0.1,0.8156793442905211
0,double_layer_80,inf,1.3370391531020354,inf,22.36,13.0,36.0,0.32036059502410624,0.01095,0.8247358914673777,0.24397180591387296,0.1,0.6349786128091897
0,double_layer_100,inf,0.655973623040108,inf,21.64,13.0,37.0,0.4042702230581811,0.06093697899299767,0.8812903225126469,0.3131372144766433,0.10000779299847792,0.8713908064969242
0,double_layer_120,inf,0.6635569430449821,inf,21.82,16.0,35.0,0.3875770232875195,0.01095,0.8867406566444427,0.307426428199479,0.1,0.8821689545503111
