,Name,train time [s],layers,loss val,iters,Class_0_precs,Class_1_precs,Class_2_precs,Class_3_precs,Class_4_precs,Class_5_precs,Class_6_precs,Class_7_precs,Class_8_precs,Class_9_precs,Class_0_recall,Class_1_recall,Class_2_recall,Class_3_recall,Class_4_recall,Class_5_recall,Class_6_recall,Class_7_recall,Class_8_recall,Class_9_recall,Confmat_0,Confmat_1,Confmat_2,Confmat_3,Confmat_4,Confmat_5,Confmat_6,Confmat_7,Confmat_8,Confmat_9,Confmat_10,Confmat_11,Confmat_12,Confmat_13,Confmat_14,Confmat_15,Confmat_16,Confmat_17,Confmat_18,Confmat_19,Confmat_20,Confmat_21,Confmat_22,Confmat_23,Confmat_24,Confmat_25,Confmat_26,Confmat_27,Confmat_28,Confmat_29,Confmat_30,Confmat_31,Confmat_32,Confmat_33,Confmat_34,Confmat_35,Confmat_36,Confmat_37,Confmat_38,Confmat_39,Confmat_40,Confmat_41,Confmat_42,Confmat_43,Confmat_44,Confmat_45,Confmat_46,Confmat_47,Confmat_48,Confmat_49,Confmat_50,Confmat_51,Confmat_52,Confmat_53,Confmat_54,Confmat_55,Confmat_56,Confmat_57,Confmat_58,Confmat_59,Confmat_60,Confmat_61,Confmat_62,Confmat_63,Confmat_64,Confmat_65,Confmat_66,Confmat_67,Confmat_68,Confmat_69,Confmat_70,Confmat_71,Confmat_72,Confmat_73,Confmat_74,Confmat_75,Confmat_76,Confmat_77,Confmat_78,Confmat_79,Confmat_80,Confmat_81,Confmat_82,Confmat_83,Confmat_84,Confmat_85,Confmat_86,Confmat_87,Confmat_88,Confmat_89,Confmat_90,Confmat_91,Confmat_92,Confmat_93,Confmat_94,Confmat_95,Confmat_96,Confmat_97,Confmat_98,Confmat_99
0,round_to_0_v1_0,42.03125,"(100, 100)",5.833257858660154,25,0.878727634194831,0.8585209003215434,0.7917620137299771,0.7991266375545851,0.6924493554327809,0.8022598870056498,0.8241758241758241,0.5770171149144254,0.5079787234042553,0.9310344827586207,0.8929292929292929,0.9484902309058615,0.7346072186836518,0.7093023255813954,0.7704918032786885,0.6241758241758242,0.7878151260504201,0.9024856596558317,0.7827868852459017,0.10285714285714286,442,0,8,2,7,9,13,3,11,0,0,534,11,1,0,6,1,2,8,0,7,13,346,13,11,5,16,9,51,0,5,18,26,366,7,12,2,23,57,0,1,9,7,4,376,3,16,21,49,2,18,6,9,38,12,284,22,17,48,1,6,8,16,1,25,6,375,3,36,0,3,6,5,2,6,2,0,472,27,0,9,24,4,25,4,15,8,16,382,1,12,4,5,6,95,12,2,252,83,54
1,round_to_0_v1_1,22.34375,"(100, 100)",13.501770012850931,14,0.31268436578171094,1.0,0.2564102564102564,0.3902439024390244,0.41849529780564265,0.28342245989304815,0.5165692007797271,0.2840909090909091,0.3333333333333333,0.2028985507246377,0.6424242424242425,0.014209591474245116,0.06369426751592357,0.6511627906976745,0.5471311475409836,0.11648351648351649,0.5567226890756303,0.8604206500956023,0.004098360655737705,0.02666666666666667,318,0,13,55,17,25,30,35,2,0,108,8,41,117,34,52,7,196,0,0,151,0,30,68,58,10,77,71,2,4,62,0,8,336,15,19,22,47,0,7,1,0,1,11,267,0,21,186,0,1,118,0,10,82,27,53,62,95,0,8,97,0,10,14,69,13,265,7,0,1,0,0,1,21,36,1,0,450,0,14,161,0,1,129,31,12,28,104,2,20,1,0,2,28,84,2,1,393,0,14
2,round_to_0_v1_2,34.28125,"(100, 100)",4.607858287453308,21,0.9120879120879121,0.9274336283185841,0.8796561604584527,0.8196078431372549,0.563768115942029,0.6334012219959266,0.7637051039697542,0.874384236453202,0.5706984667802385,0.5601783060921248,0.8383838383838383,0.9307282415630551,0.6518046709129511,0.4050387596899225,0.7971311475409836,0.6835164835164835,0.8487394957983193,0.6787762906309751,0.6864754098360656,0.7180952380952381,415,1,2,12,5,24,14,4,13,5,0,524,2,0,14,5,4,0,11,3,5,9,307,9,32,9,23,15,53,9,5,5,13,209,38,69,20,6,88,63,1,4,1,1,389,6,14,8,9,55,11,3,4,13,23,311,26,3,26,35,4,3,6,1,46,5,404,1,5,1,5,4,11,1,25,4,2,355,27,89,1,12,1,6,31,44,17,5,335,36,8,0,2,3,87,14,5,9,20,377
3,round_to_0_v1_3,98.265625,"(100, 100)",2.2137867257173856,61,0.3448275862068966,0.1237880496054115,0.2153846153846154,0.0,0.08247422680412371,1.0,0.24193548387096775,0.7894736842105263,0.0,0.125,0.020202020202020204,0.9751332149200711,0.059447983014861996,0.0,0.01639344262295082,0.002197802197802198,0.09453781512605042,0.17208413001912046,0.0,0.0019047619047619048,10,450,11,0,8,0,9,5,0,2,0,549,0,0,7,0,7,0,0,0,1,383,28,0,21,0,37,1,0,0,1,439,26,0,11,0,37,2,0,0,1,461,9,0,8,0,5,1,0,3,2,392,18,0,10,1,30,1,0,1,1,365,28,0,26,0,45,11,0,0,13,417,0,0,1,0,1,90,0,1,0,470,6,0,3,0,8,1,0,0,0,509,4,0,2,0,7,2,0,1
4,round_to_0_v1_4,53.453125,"(100, 100)",3.9229522078303076,33,0.9161554192229039,0.9680638722554891,0.7639902676399026,0.6257062146892656,0.773542600896861,0.7410714285714286,0.7549194991055456,0.7749576988155669,0.7094594594594594,0.7667493796526055,0.9050505050505051,0.8614564831261101,0.6666666666666666,0.8585271317829457,0.7069672131147541,0.7296703296703296,0.8865546218487395,0.875717017208413,0.6454918032786885,0.5885714285714285,448,0,6,7,1,11,16,2,4,0,0,485,8,6,1,21,13,3,25,1,8,4,314,72,6,8,21,14,22,2,5,3,12,443,3,17,5,7,14,7,1,1,14,5,345,4,23,23,15,57,10,0,6,54,8,332,22,4,18,1,7,0,17,7,7,10,422,3,3,0,2,1,14,14,8,3,5,458,4,14,5,3,12,83,5,31,16,6,315,12,3,4,8,17,62,11,16,71,24,309
5,round_to_0_v1_5,71.1875,"(100, 100)",2.0121141291134594,44,0.3181818181818182,0.7545638945233266,0.48507462686567165,0.31547619047619047,0.385,0.3,0.24929971988795518,0.2889733840304182,0.20927467300832342,0.17073170731707318,0.09898989898989899,0.6607460035523979,0.13800424628450106,0.3081395348837209,0.3155737704918033,0.026373626373626374,0.1869747899159664,0.5812619502868069,0.36065573770491804,0.3333333333333333,49,35,10,75,16,9,41,52,61,147,1,372,9,6,13,1,32,14,112,3,12,33,65,32,44,0,53,86,88,58,17,9,8,159,8,11,28,57,86,133,15,7,4,5,154,2,31,104,73,93,17,2,1,130,14,12,24,80,65,110,5,12,13,34,56,0,89,57,115,95,11,6,8,6,31,1,8,304,19,129,10,12,11,36,21,2,31,107,176,82,17,5,5,21,43,2,20,191,46,175
6,round_to_0_v1_6,105.609375,"(100, 100)",2.045241941787816,67,0.4891304347826087,0.4689655172413793,0.21775147928994082,0.21252796420581654,0.6190476190476191,0.07391304347826087,0.625,0.18545299872394724,0.15368852459016394,0.1875,0.18181818181818182,0.24156305506216696,0.39065817409766457,0.18410852713178294,0.02663934426229508,0.03736263736263736,0.12605042016806722,0.8336520076481836,0.15368852459016394,0.017142857142857144,90,6,15,4,0,10,8,360,1,1,11,136,81,92,0,57,3,88,84,11,18,11,184,45,0,16,10,109,76,2,5,48,113,95,0,32,3,137,76,7,26,13,32,26,13,20,9,329,17,3,4,14,59,39,2,17,3,277,31,9,21,16,172,61,3,19,60,42,82,0,5,12,19,7,1,21,0,436,18,4,1,22,122,54,0,28,0,184,75,2,3,12,48,24,2,10,0,389,28,9
7,round_to_0_v1_7,33.21875,"(100, 100)",4.669286587772877,21,0.8637274549098196,0.9017543859649123,0.62751677852349,0.8494897959183674,0.8256880733944955,0.8451443569553806,0.7534722222222222,0.7638640429338104,0.6911764705882353,0.6426282051282052,0.8707070707070707,0.9129662522202486,0.7940552016985138,0.6453488372093024,0.5532786885245902,0.7076923076923077,0.9117647058823529,0.8164435946462715,0.6741803278688525,0.7638095238095238,431,0,10,6,0,10,31,0,4,3,1,514,27,0,0,1,4,5,11,0,15,7,374,6,8,1,18,17,17,8,6,3,53,333,1,21,12,11,54,22,4,4,6,3,270,4,26,37,24,110,23,7,9,25,3,322,24,10,23,9,7,4,18,0,6,2,434,3,1,1,4,10,31,2,5,1,0,427,2,41,5,15,59,9,1,13,14,14,329,29,3,6,9,8,33,6,13,35,11,401
8,round_to_0_v1_8,30.4375,"(100, 100)",9.048272703734822,19,0.9243243243243243,0.9565217391304348,0.6297071129707112,0.9362745098039216,0.6559322033898305,0.4284023668639053,0.7119856887298748,0.9137931034482759,0.47503045066991473,0.7692307692307693,0.6909090909090909,0.8596802841918295,0.6390658174097664,0.3701550387596899,0.7930327868852459,0.7956043956043956,0.8361344537815126,0.7093690248565966,0.7991803278688525,0.3238095238095238,342,0,20,0,6,90,24,2,11,0,0,484,19,0,0,24,9,2,25,0,4,3,301,1,12,30,44,6,69,1,0,5,40,191,2,155,6,2,111,4,1,1,9,0,387,14,27,4,36,9,4,2,6,8,3,362,10,1,55,4,3,1,10,0,23,21,398,0,20,0,8,4,26,1,25,30,9,371,23,26,0,3,18,1,4,50,14,1,390,7,8,3,29,2,128,69,18,17,81,170
9,round_to_0_v1_9,26.5625,"(100, 100)",3.9928125480995647,17,0.917960088691796,0.8885135135135135,0.6088379705400983,0.8253164556962025,0.8251533742331288,0.8141263940520446,0.7588785046728972,0.7761467889908257,0.7469586374695864,0.5109826589595375,0.8363636363636363,0.9342806394316163,0.7898089171974523,0.6317829457364341,0.5512295081967213,0.48131868131868133,0.8529411764705882,0.8087954110898662,0.6290983606557377,0.8419047619047619,414,1,44,0,0,3,10,6,6,11,1,526,8,0,1,2,17,0,6,2,0,3,372,7,6,4,25,22,15,17,6,16,64,326,1,15,7,18,19,44,1,9,13,3,269,2,19,19,15,138,14,7,21,25,7,219,33,13,34,82,9,3,26,1,16,4,406,4,4,3,3,8,17,2,3,0,0,423,1,66,2,17,36,23,5,18,12,8,307,60,1,2,10,8,18,2,6,32,4,442
