,Model,Average Prediction Time,Average Compensation Time
0,Single_Layer_2,0.24915324999999733,0.014910349999998296
0,Single_Layer_3,0.19260870000000452,0.014894675000007851
0,Single_Layer_4,0.2157437999999985,0.015458500000001152
0,Single_Layer_5,0.2106928249999953,0.015209425000008991
0,Single_Layer_6,0.22862679999998647,0.015273499999992168
