,Model,Average Prediction Time,Average Compensation Time
0,Single_Layer_2,0.2496698249999998,0.015181125000000684
0,Single_Layer_3,0.19002435000000872,0.01505772500000191
0,Single_Layer_4,0.2157135250000053,0.015063625000003356
0,Single_Layer_5,0.20815629999999885,0.014902775000024349
0,Single_Layer_6,0.2307084250000031,0.01525487500001077
