,Model,Average Prediction Time,Average Compensation Time
0,Single_Layer_2,0.2939488499999978,0.02362727499999906
0,Single_Layer_3,0.20483600000000024,0.01608797499999781
0,Single_Layer_4,0.24583052500000235,0.01658995000000374
0,Single_Layer_5,0.2350218249999898,0.016993150000004675
0,Single_Layer_6,0.24199707499997203,0.016200974999989626
