,Model,Average Loss,Average Precision,Average Recall
0,Single_Layer_20,2.179173469543457,0.8712073862552643,0.047199999913573265
1,Single_Layer_40,2.195947527885437,0.4564842963591218,0.04282499993678357
2,Single_Layer_60,2.137544721364975,0.8168913573026657,0.07372499979101121
3,Single_Layer_80,1.8469004034996033,0.7076452895998955,0.173399998806417
4,Single_Layer_100,1.708994597196579,0.806926429271698,0.247275005094707
5,Single_Layer_120,1.9524112343788147,0.8705670237541199,0.14932499919086695
6,Double_Layer_20,1.6436039060354233,0.5728073567152023,0.1883500050753355
7,Double_Layer_40,2.2211132049560547,0.0,0.0
8,Double_Layer_60,2.307738959789276,0.03125,2.499999936844688e-05
9,Double_Layer_80,2.3072967529296875,0.0625,2.499999936844688e-05
10,Double_Layer_100,2.146479517221451,0.2155017852783203,0.012024999596178532
11,Double_Layer_120,2.310304343700409,0.0357142873108387,2.499999936844688e-05
